2021-09-29 11:43:32 strips_hgn.utils.logging_setup INFO     Writing logs to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/strips_hgn.log
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    73 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    246 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics31-airplanes2-cities3-citysize3-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    19 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s3-p2-a2
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s3-p2-a2
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    73 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    246 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics32-airplanes2-cities3-citysize3-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    19 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s3-p2-a2
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s3-p2-a2
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    73 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    246 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics33-airplanes2-cities3-citysize4-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    22 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s4-p2-a2
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s4-p2-a2
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    94 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    360 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics34-airplanes2-cities3-citysize4-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    22 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s4-p2-a2
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s4-p2-a2
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    94 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    360 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics35-airplanes2-cities3-citysize4-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    22 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s4-p2-a2
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s4-p2-a2
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    94 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    360 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics36-airplanes3-cities3-citysize2-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    17 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s2-p2-a3
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s2-p2-a3
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    60 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    180 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics37-airplanes3-cities3-citysize2-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    17 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s2-p2-a3
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s2-p2-a3
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    60 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    180 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics38-airplanes3-cities3-citysize2-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    17 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s2-p2-a3
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s2-p2-a3
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    60 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    180 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics39-airplanes3-cities3-citysize3-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    20 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s3-p2-a3
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s3-p2-a3
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    84 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    288 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics3-airplanes2-cities2-citysize3-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    14 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c2-s3-p2-a2
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c2-s3-p2-a2
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    44 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    124 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics40-airplanes3-cities3-citysize3-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    20 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s3-p2-a3
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s3-p2-a3
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    84 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    288 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics41-airplanes3-cities3-citysize3-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    20 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s3-p2-a3
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s3-p2-a3
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    84 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    288 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics42-airplanes3-cities3-citysize4-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    23 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s4-p2-a3
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s4-p2-a3
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    108 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    414 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics43-airplanes3-cities3-citysize4-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    23 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s4-p2-a3
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s4-p2-a3
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    108 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    414 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics44-airplanes3-cities3-citysize4-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    23 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s4-p2-a3
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s4-p2-a3
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    108 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    414 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics45-airplanes4-cities3-citysize2-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    18 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s2-p2-a4
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s2-p2-a4
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    68 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    210 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics46-airplanes4-cities3-citysize2-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    18 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s2-p2-a4
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s2-p2-a4
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    68 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    210 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/logistics/train/logistics47-airplanes4-cities3-citysize2-packages2.pddl
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    9 Predicates parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    6 Actions parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    18 Objects parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: logistics-c3-s2-p2-a4
2021-09-29 11:43:33 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: logistics-c3-s2-p2-a4
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    68 Variables created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    210 Operators created
2021-09-29 11:43:33 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/logistics/domain.pddl
